year,gender,race,age_group,death_cause,population,deaths,capita
2012,Male,E,15-19,C,8350018,10,0.119760221
2012,Male,E,20-24,C,8767987,15,0.171076896
2012,Male,E,25-34,C,16593734,26,0.15668565
2012,Male,E,35-44,C,15882055,17,0.107039045
2012,Male,E,45-54,C,17701289,25,0.141232653
2012,Male,E,55-64,C,15548803,13,0.083607722
2012,Male,E,05-09,C,7947320,0,0
2012,Male,E,65-74,C,9666717,7,0.072413416
2012,Male,E,75-84,C,4976538,3,0.060282871
2012,Male,E,85+,C,1765739,0,0
2012,Male,E,10-14,K,8065529,0,0
2012,Male,E,15-19,K,8350018,3,0.035928066
2012,Male,E,20-24,K,8767987,6,0.068430758
2012,Male,E,25-34,K,16593734,13,0.078342825
2012,Male,E,35-44,K,15882055,14,0.088149802
2012,Male,E,45-54,K,17701289,18,0.10168751
2012,Male,E,55-64,K,15548803,7,0.045019543
2012,Male,E,05-09,K,7947320,0,0
2012,Male,E,65-74,K,9666717,6,0.062068642
2012,Male,E,75-84,K,4976538,1,0.02009429
2012,Male,E,85+,K,1765739,2,0.113267023
2012,Male,E,10-14,L,8065529,0,0
2012,Male,E,15-19,L,8350018,2,0.023952044
2012,Male,E,20-24,L,8767987,2,0.022810253
2012,Male,E,25-34,L,16593734,10,0.060263712
2012,Male,E,35-44,L,15882055,12,0.075556973
2012,Male,E,45-54,L,17701289,5,0.028246531
2012,Male,E,55-64,L,15548803,8,0.051450906
2012,Male,E,05-09,L,7947320,0,0
2012,Male,E,65-74,L,9666717,6,0.062068642
2012,Male,E,75-84,L,4976538,2,0.040188581
2012,Male,E,85+,L,1765739,0,0
2013,Female,B,10-14,P,184811,0,0
2013,Female,B,15-19,P,183901,0,0
2013,Female,B,20-24,P,189802,0,0
2013,Female,B,25-34,P,329279,0,0
2013,Female,B,35-44,P,287786,0,0
2013,Female,B,45-54,P,276505,0,0
2013,Female,B,55-64,P,208893,0,0
2013,Female,B,05-09,P,192890,0,0
2013,Female,B,65-74,P,107248,0,0
2013,Female,B,75-84,P,47550,0,0
2013,Female,B,85+,P,17519,0,0
2013,Female,B,10-14,H,184811,0,0
2013,Female,B,15-19,H,183901,0,0
2013,Female,B,20-24,H,189802,4,2.107459352
2013,Female,B,25-34,H,329279,7,2.125856796
2013,Female,B,35-44,H,287786,9,3.127323775
2013,Female,B,45-54,H,276505,8,2.893256903
2013,Female,B,55-64,H,208893,7,3.350997879
2013,Female,B,05-09,H,192890,0,0
2013,Female,B,65-74,H,107248,1,0.93241832
2013,Female,B,75-84,H,47550,1,2.103049422
2013,Female,B,85+,H,17519,0,0
2013,Female,B,10-14,G,184811,4,2.164373333
2013,Female,B,15-19,G,183901,11,5.981479165
2013,Female,B,20-24,G,189802,12,6.322378057
2013,Female,B,25-34,G,329279,15,4.55540742
2013,Female,B,35-44,G,287786,5,1.737402097
2013,Female,B,45-54,G,276505,3,1.084971339
2013,Female,B,55-64,G,208893,1,0.478713983
2013,Female,B,05-09,G,192890,0,0
2013,Female,B,65-74,G,107248,0,0
2013,Female,B,75-84,G,47550,0,0
2013,Female,B,85+,G,17519,0,0
2013,Female,B,10-14,D,184811,0,0
2013,Female,B,15-19,D,183901,0,0
2013,Female,B,20-24,D,189802,1,0.526864838
2013,Female,B,25-34,D,329279,0,0
2013,Female,B,35-44,D,287786,0,0
2013,Female,B,45-54,D,276505,0,0
2013,Female,B,55-64,D,208893,0,0
2013,Female,B,05-09,D,192890,0,0
2013,Female,B,65-74,D,107248,0,0
2013,Female,B,75-84,D,47550,0,0
2013,Female,B,85+,D,17519,0,0
2013,Female,B,10-14,F,184811,0,0
2013,Female,B,15-19,F,183901,2,1.087541666
2013,Female,B,20-24,F,189802,4,2.107459352
2013,Female,B,25-34,F,329279,3,0.911081484
2013,Female,B,35-44,F,287786,3,1.042441258
2013,Female,B,45-54,F,276505,4,1.446628452
2013,Female,B,55-64,F,208893,7,3.350997879
2013,Female,B,05-09,F,192890,0,0
2013,Female,B,65-74,F,107248,1,0.93241832
2013,Female,B,75-84,F,47550,0,0
2013,Female,B,85+,F,17519,0,0
2013,Female,B,10-14,E,184811,0,0
2013,Female,B,15-19,E,183901,0,0
2013,Female,B,20-24,E,189802,0,0
2013,Female,B,25-34,E,329279,0,0
2013,Female,B,35-44,E,287786,0,0
2013,Female,B,45-54,E,276505,0,0
2013,Female,B,55-64,E,208893,0,0
2013,Female,B,05-09,E,192890,0,0
2013,Female,B,65-74,E,107248,0,0
2013,Female,B,75-84,E,47550,0,0
2013,Female,B,85+,E,17519,0,0
2013,Female,B,10-14,N,184811,0,0
2013,Female,B,15-19,N,183901,0,0
2013,Female,B,20-24,N,189802,0,0
2013,Female,B,25-34,N,329279,0,0
2013,Female,B,35-44,N,287786,0,0
2013,Female,B,45-54,N,276505,0,0
2013,Female,B,55-64,N,208893,0,0
2013,Female,B,05-09,N,192890,0,0
2013,Female,B,65-74,N,107248,0,0
2013,Female,B,75-84,N,47550,0,0
2013,Female,B,85+,N,17519,0,0
2013,Female,B,10-14,O,184811,0,0
2013,Female,B,15-19,O,183901,0,0
2013,Female,B,20-24,O,189802,0,0
2013,Female,B,25-34,O,329279,0,0
2013,Female,B,35-44,O,287786,0,0
2013,Female,B,45-54,O,276505,0,0
2013,Female,B,55-64,O,208893,0,0
2013,Female,B,05-09,O,192890,0,0
2013,Female,B,65-74,O,107248,0,0
2013,Female,B,75-84,O,47550,0,0
2013,Female,B,85+,O,17519,0,0
2013,Female,B,10-14,M,184811,0,0
2013,Female,B,15-19,M,183901,0,0
2013,Female,B,20-24,M,189802,0,0
2013,Female,B,25-34,M,329279,0,0
2013,Female,B,35-44,M,287786,0,0
2013,Female,B,45-54,M,276505,1,0.361657113
2013,Female,B,55-64,M,208893,0,0
2013,Female,B,05-09,M,192890,0,0
2013,Female,B,65-74,M,107248,0,0
2013,Female,B,75-84,M,47550,0,0
2013,Female,B,85+,M,17519,0,0
2013,Female,B,10-14,B,184811,0,0
2013,Female,B,15-19,B,183901,0,0
2013,Female,B,20-24,B,189802,0,0
2013,Female,B,25-34,B,329279,0,0
2013,Female,B,35-44,B,287786,0,0
2013,Female,B,45-54,B,276505,0,0
2013,Female,B,55-64,B,208893,0,0
2013,Female,B,05-09,B,192890,0,0
2013,Female,B,65-74,B,107248,0,0
2013,Female,B,75-84,B,47550,0,0
2013,Female,B,85+,B,17519,0,0
2013,Female,B,10-14,I,184811,0,0
2013,Female,B,15-19,I,183901,0,0
2013,Female,B,20-24,I,189802,0,0
2013,Female,B,25-34,I,329279,0,0
2013,Female,B,35-44,I,287786,1,0.347480419
2013,Female,B,45-54,I,276505,0,0
2013,Female,B,55-64,I,208893,0,0
2013,Female,B,05-09,I,192890,0,0
2013,Female,B,65-74,I,107248,0,0
2013,Female,B,75-84,I,47550,0,0
2013,Female,B,85+,I,17519,0,0
2013,Female,B,10-14,J,184811,0,0
2013,Female,B,15-19,J,183901,0,0
2013,Female,B,20-24,J,189802,0,0
2013,Female,B,25-34,J,329279,2,0.607387656
2013,Female,B,35-44,J,287786,1,0.347480419
2013,Female,B,45-54,J,276505,0,0
2013,Female,B,55-64,J,208893,0,0
2013,Female,B,05-09,J,192890,0,0
2013,Female,B,65-74,J,107248,0,0
2013,Female,B,75-84,J,47550,0,0
2013,Female,B,85+,J,17519,0,0
2013,Female,B,10-14,C,184811,0,0
2013,Female,B,15-19,C,183901,0,0
2013,Female,B,20-24,C,189802,1,0.526864838
2013,Female,B,25-34,C,329279,0,0
2013,Female,B,35-44,C,287786,0,0
2013,Female,B,45-54,C,276505,0,0
2013,Female,B,55-64,C,208893,0,0
2013,Female,B,05-09,C,192890,0,0
2013,Female,B,65-74,C,107248,0,0
2013,Female,B,75-84,C,47550,0,0
2013,Female,B,85+,C,17519,0,0
2013,Female,B,10-14,K,184811,0,0
2013,Female,B,15-19,K,183901,0,0
2013,Female,B,20-24,K,189802,0,0
2013,Female,B,25-34,K,329279,0,0
2013,Female,B,35-44,K,287786,0,0
2013,Female,B,45-54,K,276505,1,0.361657113
2013,Female,B,55-64,K,208893,0,0
2013,Female,B,05-09,K,192890,0,0
2013,Female,B,65-74,K,107248,0,0
2013,Female,B,75-84,K,47550,0,0
2013,Female,B,85+,K,17519,0,0
2013,Female,B,10-14,L,184811,0,0
2013,Female,B,15-19,L,183901,0,0
2013,Female,B,20-24,L,189802,0,0
2013,Female,B,25-34,L,329279,0,0
2013,Female,B,35-44,L,287786,0,0
2013,Female,B,45-54,L,276505,0,0
2013,Female,B,55-64,L,208893,0,0
2013,Female,B,05-09,L,192890,0,0
2013,Female,B,65-74,L,107248,0,0
2013,Female,B,75-84,L,47550,0,0
2013,Female,B,85+,L,17519,0,0
2013,Female,C,10-14,P,589038,0,0
2013,Female,C,15-19,P,581749,0,0
2013,Female,C,20-24,P,697365,0,0
2013,Female,C,25-34,P,1628431,0,0
2013,Female,C,35-44,P,1580422,0,0
2013,Female,C,45-54,P,1309454,0,0
2013,Female,C,55-64,P,1064048,0,0
2013,Female,C,05-09,P,612978,0,0
2013,Female,C,65-74,P,614960,0,0
2013,Female,C,75-84,P,312870,0,0
2013,Female,C,85+,P,126827,0,0
2013,Female,C,10-14,H,589038,1,0.169768334
2013,Female,C,15-19,H,581749,1,0.171895439
2013,Female,C,20-24,H,697365,10,1.433969299
2013,Female,C,25-34,H,1628431,7,0.429861628
2013,Female,C,35-44,H,1580422,15,0.949113591
2013,Female,C,45-54,H,1309454,17,1.298251027
2013,Female,C,55-64,H,1064048,6,0.563884336
2013,Female,C,05-09,H,612978,0,0
2013,Female,C,65-74,H,614960,3,0.487836607
2013,Female,C,75-84,H,312870,0,0
2013,Female,C,85+,H,126827,0,0
2013,Female,C,10-14,G,589038,6,1.018610005
2013,Female,C,15-19,G,581749,6,1.031372637
2013,Female,C,20-24,G,697365,15,2.150953948
2013,Female,C,25-34,G,1628431,25,1.535220098
2013,Female,C,35-44,G,1580422,26,1.645130225
2013,Female,C,45-54,G,1309454,27,2.061928101
2013,Female,C,55-64,G,1064048,18,1.691653008
2013,Female,C,05-09,G,612978,0,0
2013,Female,C,65-74,G,614960,13,2.113958631
2013,Female,C,75-84,G,312870,5,1.59810784
2013,Female,C,85+,G,126827,1,0.78847564
2013,Female,C,10-14,D,589038,0,0
2013,Female,C,15-19,D,581749,0,0
2013,Female,C,20-24,D,697365,0,0
2013,Female,C,25-34,D,1628431,1,0.061408804
2013,Female,C,35-44,D,1580422,3,0.189822718
2013,Female,C,45-54,D,1309454,1,0.076367707
2013,Female,C,55-64,D,1064048,4,0.375922891
2013,Female,C,05-09,D,612978,0,0
2013,Female,C,65-74,D,614960,2,0.325224405
2013,Female,C,75-84,D,312870,1,0.319621568
2013,Female,C,85+,D,126827,0,0
2013,Female,C,10-14,F,589038,1,0.169768334
2013,Female,C,15-19,F,581749,2,0.343790879
2013,Female,C,20-24,F,697365,4,0.573587719
2013,Female,C,25-34,F,1628431,12,0.736905647
2013,Female,C,35-44,F,1580422,9,0.569468155
2013,Female,C,45-54,F,1309454,5,0.381838537
2013,Female,C,55-64,F,1064048,4,0.375922891
2013,Female,C,05-09,F,612978,0,0
2013,Female,C,65-74,F,614960,0,0
2013,Female,C,75-84,F,312870,1,0.319621568
2013,Female,C,85+,F,126827,0,0
2013,Female,C,10-14,E,589038,0,0
2013,Female,C,15-19,E,581749,0,0
2013,Female,C,20-24,E,697365,0,0
2013,Female,C,25-34,E,1628431,0,0
2013,Female,C,35-44,E,1580422,0,0
2013,Female,C,45-54,E,1309454,0,0
2013,Female,C,55-64,E,1064048,0,0
2013,Female,C,05-09,E,612978,0,0
2013,Female,C,65-74,E,614960,0,0
2013,Female,C,75-84,E,312870,0,0
2013,Female,C,85+,E,126827,0,0
2013,Female,C,10-14,N,589038,0,0
2013,Female,C,15-19,N,581749,0,0
2013,Female,C,20-24,N,697365,0,0
2013,Female,C,25-34,N,1628431,3,0.184226412
2013,Female,C,35-44,N,1580422,1,0.063274239
2013,Female,C,45-54,N,1309454,1,0.076367707
2013,Female,C,55-64,N,1064048,1,0.093980723
2013,Female,C,05-09,N,612978,0,0
2013,Female,C,65-74,N,614960,1,0.162612202
2013,Female,C,75-84,N,312870,0,0
2013,Female,C,85+,N,126827,0,0
2013,Female,C,10-14,O,589038,0,0
2013,Female,C,15-19,O,581749,0,0
2013,Female,C,20-24,O,697365,0,0
2013,Female,C,25-34,O,1628431,0,0
2013,Female,C,35-44,O,1580422,0,0
2013,Female,C,45-54,O,1309454,0,0
2013,Female,C,55-64,O,1064048,0,0
2013,Female,C,05-09,O,612978,0,0
2013,Female,C,65-74,O,614960,0,0
2013,Female,C,75-84,O,312870,0,0
2013,Female,C,85+,O,126827,0,0
2013,Female,C,10-14,M,589038,0,0
2013,Female,C,15-19,M,581749,0,0
2013,Female,C,20-24,M,697365,1,0.14339693
2013,Female,C,25-34,M,1628431,2,0.122817608
2013,Female,C,35-44,M,1580422,1,0.063274239
2013,Female,C,45-54,M,1309454,0,0
2013,Female,C,55-64,M,1064048,0,0
2013,Female,C,05-09,M,612978,0,0
2013,Female,C,65-74,M,614960,0,0
2013,Female,C,75-84,M,312870,0,0
2013,Female,C,85+,M,126827,1,0.78847564
2013,Female,C,10-14,B,589038,0,0
2013,Female,C,15-19,B,581749,0,0
2013,Female,C,20-24,B,697365,0,0
2013,Female,C,25-34,B,1628431,0,0
2013,Female,C,35-44,B,1580422,0,0
2013,Female,C,45-54,B,1309454,0,0
2013,Female,C,55-64,B,1064048,0,0
2013,Female,C,05-09,B,612978,0,0
2013,Female,C,65-74,B,614960,0,0
2013,Female,C,75-84,B,312870,0,0
2013,Female,C,85+,B,126827,0,0
2013,Female,C,10-14,I,589038,0,0
2013,Female,C,15-19,I,581749,3,0.515686318
2013,Female,C,20-24,I,697365,3,0.43019079
2013,Female,C,25-34,I,1628431,8,0.491270431
2013,Female,C,35-44,I,1580422,5,0.316371197
2013,Female,C,45-54,I,1309454,4,0.30547083
2013,Female,C,55-64,I,1064048,3,0.281942168
2013,Female,C,05-09,I,612978,0,0
2013,Female,C,65-74,I,614960,2,0.325224405
2013,Female,C,75-84,I,312870,0,0
2013,Female,C,85+,I,126827,3,2.36542692
2013,Female,C,10-14,J,589038,0,0
2013,Female,C,15-19,J,581749,1,0.171895439
2013,Female,C,20-24,J,697365,0,0
2013,Female,C,25-34,J,1628431,1,0.061408804
2013,Female,C,35-44,J,1580422,0,0
2013,Female,C,45-54,J,1309454,1,0.076367707
2013,Female,C,55-64,J,1064048,0,0
2013,Female,C,05-09,J,612978,0,0
2013,Female,C,65-74,J,614960,1,0.162612202
2013,Female,C,75-84,J,312870,0,0
2013,Female,C,85+,J,126827,0,0
2013,Female,C,10-14,C,589038,0,0
2013,Female,C,15-19,C,581749,0,0
2013,Female,C,20-24,C,697365,0,0
2013,Female,C,25-34,C,1628431,0,0
2013,Female,C,35-44,C,1580422,0,0
2013,Female,C,45-54,C,1309454,1,0.076367707
2013,Female,C,55-64,C,1064048,0,0
2013,Female,C,05-09,C,612978,0,0
2013,Female,C,65-74,C,614960,0,0
2013,Female,C,75-84,C,312870,0,0
2013,Female,C,85+,C,126827,0,0
2013,Female,C,10-14,K,589038,0,0
2013,Female,C,15-19,K,581749,0,0
2013,Female,C,20-24,K,697365,0,0
2013,Female,C,25-34,K,1628431,0,0
2013,Female,C,35-44,K,1580422,0,0
2013,Female,C,45-54,K,1309454,0,0
2013,Female,C,55-64,K,1064048,0,0
2013,Female,C,05-09,K,612978,0,0
2013,Female,C,65-74,K,614960,0,0
2013,Female,C,75-84,K,312870,0,0
2013,Female,C,85+,K,126827,0,0
2013,Female,C,10-14,L,589038,0,0
2013,Female,C,15-19,L,581749,0,0
2013,Female,C,20-24,L,697365,0,0
2013,Female,C,25-34,L,1628431,0,0
2013,Female,C,35-44,L,1580422,0,0
2013,Female,C,45-54,L,1309454,0,0
2013,Female,C,55-64,L,1064048,0,0
2013,Female,C,05-09,L,612978,0,0
2013,Female,C,65-74,L,614960,0,0
2013,Female,C,75-84,L,312870,0,0
2013,Female,C,85+,L,126827,1,0.78847564
2013,Female,D,10-14,P,1660922,0,0
2013,Female,D,15-19,P,1727681,0,0
2013,Female,D,20-24,P,1902600,0,0
2013,Female,D,25-34,P,3224131,0,0
2013,Female,D,35-44,P,2950264,0,0
2013,Female,D,45-54,P,3043355,0,0
2013,Female,D,55-64,P,2498661,0,0
2013,Female,D,05-09,P,1671733,0,0
2013,Female,D,65-74,P,1378030,0,0
2013,Female,D,75-84,P,722525,0,0
2013,Female,D,85+,P,317960,0,0
2013,Female,D,10-14,H,1660922,0,0
2013,Female,D,15-19,H,1727681,3,0.173643167
2013,Female,D,20-24,H,1902600,7,0.367917586
2013,Female,D,25-34,H,3224131,17,0.527273861
2013,Female,D,35-44,H,2950264,23,0.77959125
2013,Female,D,45-54,H,3043355,35,1.150046577
2013,Female,D,55-64,H,2498661,33,1.320707371
2013,Female,D,05-09,H,1671733,0,0
2013,Female,D,65-74,H,1378030,2,0.145134721
2013,Female,D,75-84,H,722525,1,0.138403515
2013,Female,D,85+,H,317960,0,0
2013,Female,D,10-14,G,1660922,20,1.204150466
2013,Female,D,15-19,G,1727681,27,1.562788501
2013,Female,D,20-24,G,1902600,33,1.734468622
2013,Female,D,25-34,G,3224131,36,1.11657994
2013,Female,D,35-44,G,2950264,25,0.847381794
2013,Female,D,45-54,G,3043355,16,0.525735578
2013,Female,D,55-64,G,2498661,10,0.400214355
2013,Female,D,05-09,G,1671733,2,0.119636329
2013,Female,D,65-74,G,1378030,3,0.217702082
2013,Female,D,75-84,G,722525,0,0
2013,Female,D,85+,G,317960,0,0
2013,Female,D,10-14,D,1660922,0,0
2013,Female,D,15-19,D,1727681,0,0
2013,Female,D,20-24,D,1902600,0,0
2013,Female,D,25-34,D,3224131,1,0.031016109
2013,Female,D,35-44,D,2950264,2,0.067790543
2013,Female,D,45-54,D,3043355,1,0.032858474
2013,Female,D,55-64,D,2498661,1,0.040021435
2013,Female,D,05-09,D,1671733,0,0
2013,Female,D,65-74,D,1378030,0,0
2013,Female,D,75-84,D,722525,0,0
2013,Female,D,85+,D,317960,0,0
2013,Female,D,10-14,F,1660922,0,0
2013,Female,D,15-19,F,1727681,4,0.231524222
2013,Female,D,20-24,F,1902600,12,0.630715863
2013,Female,D,25-34,F,3224131,28,0.868451065
2013,Female,D,35-44,F,2950264,25,0.847381794
2013,Female,D,45-54,F,3043355,21,0.690027946
2013,Female,D,55-64,F,2498661,13,0.520278661
2013,Female,D,05-09,F,1671733,0,0
2013,Female,D,65-74,F,1378030,7,0.507971525
2013,Female,D,75-84,F,722525,1,0.138403515
2013,Female,D,85+,F,317960,0,0
2013,Female,D,10-14,E,1660922,0,0
2013,Female,D,15-19,E,1727681,0,0
2013,Female,D,20-24,E,1902600,0,0
2013,Female,D,25-34,E,3224131,0,0
2013,Female,D,35-44,E,2950264,0,0
2013,Female,D,45-54,E,3043355,0,0
2013,Female,D,55-64,E,2498661,0,0
2013,Female,D,05-09,E,1671733,0,0
2013,Female,D,65-74,E,1378030,0,0
2013,Female,D,75-84,E,722525,0,0
2013,Female,D,85+,E,317960,0,0
2013,Female,D,10-14,N,1660922,0,0
2013,Female,D,15-19,N,1727681,0,0
2013,Female,D,20-24,N,1902600,0,0
2013,Female,D,25-34,N,3224131,4,0.124064438
2013,Female,D,35-44,N,2950264,1,0.033895272
2013,Female,D,45-54,N,3043355,1,0.032858474
2013,Female,D,55-64,N,2498661,1,0.040021435
2013,Female,D,05-09,N,1671733,0,0
2013,Female,D,65-74,N,1378030,0,0
2013,Female,D,75-84,N,722525,0,0
2013,Female,D,85+,N,317960,0,0
2013,Female,D,10-14,O,1660922,0,0
2013,Female,D,15-19,O,1727681,0,0
2013,Female,D,20-24,O,1902600,0,0
2013,Female,D,25-34,O,3224131,0,0
2013,Female,D,35-44,O,2950264,0,0
2013,Female,D,45-54,O,3043355,0,0
2013,Female,D,55-64,O,2498661,0,0
2013,Female,D,05-09,O,1671733,0,0
2013,Female,D,65-74,O,1378030,0,0
2013,Female,D,75-84,O,722525,0,0
2013,Female,D,85+,O,317960,0,0
2013,Female,D,10-14,M,1660922,0,0
2013,Female,D,15-19,M,1727681,0,0
2013,Female,D,20-24,M,1902600,1,0.052559655
2013,Female,D,25-34,M,3224131,0,0
2013,Female,D,35-44,M,2950264,2,0.067790543
2013,Female,D,45-54,M,3043355,3,0.098575421
2013,Female,D,55-64,M,2498661,0,0
2013,Female,D,05-09,M,1671733,0,0
2013,Female,D,65-74,M,1378030,0,0
2013,Female,D,75-84,M,722525,0,0
2013,Female,D,85+,M,317960,0,0
2013,Female,D,10-14,B,1660922,0,0
2013,Female,D,15-19,B,1727681,0,0
2013,Female,D,20-24,B,1902600,0,0
2013,Female,D,25-34,B,3224131,0,0
2013,Female,D,35-44,B,2950264,0,0
2013,Female,D,45-54,B,3043355,0,0
2013,Female,D,55-64,B,2498661,0,0
2013,Female,D,05-09,B,1671733,0,0
2013,Female,D,65-74,B,1378030,0,0
2013,Female,D,75-84,B,722525,0,0
2013,Female,D,85+,B,317960,0,0
2013,Female,D,10-14,I,1660922,0,0
2013,Female,D,15-19,I,1727681,1,0.057881056
2013,Female,D,20-24,I,1902600,1,0.052559655
2013,Female,D,25-34,I,3224131,5,0.155080547
2013,Female,D,35-44,I,2950264,3,0.101685815
2013,Female,D,45-54,I,3043355,3,0.098575421
2013,Female,D,55-64,I,2498661,3,0.120064306
2013,Female,D,05-09,I,1671733,0,0
2013,Female,D,65-74,I,1378030,2,0.145134721
2013,Female,D,75-84,I,722525,0,0
2013,Female,D,85+,I,317960,0,0
2013,Female,D,10-14,J,1660922,0,0
2013,Female,D,15-19,J,1727681,1,0.057881056
2013,Female,D,20-24,J,1902600,2,0.10511931
2013,Female,D,25-34,J,3224131,4,0.124064438
2013,Female,D,35-44,J,2950264,0,0
2013,Female,D,45-54,J,3043355,5,0.164292368
2013,Female,D,55-64,J,2498661,1,0.040021435
2013,Female,D,05-09,J,1671733,0,0
2013,Female,D,65-74,J,1378030,0,0
2013,Female,D,75-84,J,722525,0,0
2013,Female,D,85+,J,317960,0,0
2013,Female,D,10-14,C,1660922,0,0
2013,Female,D,15-19,C,1727681,1,0.057881056
2013,Female,D,20-24,C,1902600,0,0
2013,Female,D,25-34,C,3224131,3,0.093048328
2013,Female,D,35-44,C,2950264,1,0.033895272
2013,Female,D,45-54,C,3043355,0,0
2013,Female,D,55-64,C,2498661,0,0
2013,Female,D,05-09,C,1671733,0,0
2013,Female,D,65-74,C,1378030,0,0
2013,Female,D,75-84,C,722525,0,0
2013,Female,D,85+,C,317960,0,0
2013,Female,D,10-14,K,1660922,0,0
2013,Female,D,15-19,K,1727681,1,0.057881056
2013,Female,D,20-24,K,1902600,0,0
2013,Female,D,25-34,K,3224131,0,0
2013,Female,D,35-44,K,2950264,0,0
2013,Female,D,45-54,K,3043355,1,0.032858474
2013,Female,D,55-64,K,2498661,0,0
2013,Female,D,05-09,K,1671733,0,0
2013,Female,D,65-74,K,1378030,1,0.072567361
2013,Female,D,75-84,K,722525,0,0
2013,Female,D,85+,K,317960,0,0
2013,Female,D,10-14,L,1660922,0,0
2013,Female,D,15-19,L,1727681,0,0
2013,Female,D,20-24,L,1902600,0,0
2013,Female,D,25-34,L,3224131,0,0
2013,Female,D,35-44,L,2950264,1,0.033895272
2013,Female,D,45-54,L,3043355,0,0
2013,Female,D,55-64,L,2498661,0,0
2013,Female,D,05-09,L,1671733,0,0
2013,Female,D,65-74,L,1378030,0,0
2013,Female,D,75-84,L,722525,0,0
2013,Female,D,85+,L,317960,0,0
2013,Female,E,10-14,P,7663160,0,0
2013,Female,E,15-19,P,7819443,0,0
2013,Female,E,20-24,P,8326706,0,0
2013,Female,E,25-34,P,16021255,0,0
2013,Female,E,35-44,P,15488957,0,0
2013,Female,E,45-54,P,17569134,0,0
2013,Female,E,55-64,P,16588074,0,0
2013,Female,E,05-09,P,7584006,0,0
2013,Female,E,65-74,P,11318886,0,0
2013,Female,E,75-84,P,6603057,0,0
2013,Female,E,85+,P,3536701,0,0
2013,Female,E,10-14,H,7663160,8,0.104395576
2013,Female,E,15-19,H,7819443,43,0.549911292
2013,Female,E,20-24,H,8326706,93,1.116888239
2013,Female,E,25-34,H,16021255,275,1.716469777
2013,Female,E,35-44,H,15488957,519,3.350774361
2013,Female,E,45-54,H,17569134,851,4.84372195
2013,Female,E,55-64,H,16588074,724,4.364581446
2013,Female,E,05-09,H,7584006,0,0
2013,Female,E,65-74,H,11318886,278,2.45607209
2013,Female,E,75-84,H,6603057,105,1.590172552
2013,Female,E,85+,H,3536701,51,1.442021816
2013,Female,E,10-14,G,7663160,77,1.004807416
2013,Female,E,15-19,G,7819443,177,2.26358834
2013,Female,E,20-24,G,8326706,164,1.969566357
2013,Female,E,25-34,G,16021255,353,2.203323023
2013,Female,E,35-44,G,15488957,325,2.098269109
2013,Female,E,45-54,G,17569134,373,2.123041466
2013,Female,E,55-64,G,16588074,193,1.16348649
2013,Female,E,05-09,G,7584006,0,0
2013,Female,E,65-74,G,11318886,68,0.600765835
2013,Female,E,75-84,G,6603057,36,0.545202018
2013,Female,E,85+,G,3536701,21,0.593773689
2013,Female,E,10-14,D,7663160,1,0.013049447
2013,Female,E,15-19,D,7819443,3,0.038365904
2013,Female,E,20-24,D,8326706,5,0.060047755
2013,Female,E,25-34,D,16021255,12,0.074900499
2013,Female,E,35-44,D,15488957,14,0.090386977
2013,Female,E,45-54,D,17569134,17,0.096760603
2013,Female,E,55-64,D,16588074,33,0.198938105
2013,Female,E,05-09,D,7584006,0,0
2013,Female,E,65-74,D,11318886,15,0.132521875
2013,Female,E,75-84,D,6603057,12,0.181734006
2013,Female,E,85+,D,3536701,3,0.084824813
2013,Female,E,10-14,F,7663160,21,0.274038386
2013,Female,E,15-19,F,7819443,82,1.048668045
2013,Female,E,20-24,F,8326706,163,1.957556806
2013,Female,E,25-34,F,16021255,378,2.35936573
2013,Female,E,35-44,F,15488957,436,2.814908712
2013,Female,E,45-54,F,17569134,674,3.836273319
2013,Female,E,55-64,F,16588074,570,3.436203624
2013,Female,E,05-09,F,7584006,0,0
2013,Female,E,65-74,F,11318886,281,2.482576466
2013,Female,E,75-84,F,6603057,117,1.771906558
2013,Female,E,85+,F,3536701,39,1.102722565
2013,Female,E,10-14,E,7663160,0,0
2013,Female,E,15-19,E,7819443,0,0
2013,Female,E,20-24,E,8326706,0,0
2013,Female,E,25-34,E,16021255,0,0
2013,Female,E,35-44,E,15488957,0,0
2013,Female,E,45-54,E,17569134,0,0
2013,Female,E,55-64,E,16588074,0,0
2013,Female,E,05-09,E,7584006,0,0
2013,Female,E,65-74,E,11318886,0,0
2013,Female,E,75-84,E,6603057,0,0
2013,Female,E,85+,E,3536701,0,0
2013,Female,E,10-14,N,7663160,0,0
2013,Female,E,15-19,N,7819443,0,0
2013,Female,E,20-24,N,8326706,0,0
2013,Female,E,25-34,N,16021255,2,0.012483417
2013,Female,E,35-44,N,15488957,7,0.045193488
2013,Female,E,45-54,N,17569134,9,0.051226202
2013,Female,E,55-64,N,16588074,14,0.084397984
2013,Female,E,05-09,N,7584006,0,0
2013,Female,E,65-74,N,11318886,3,0.026504375
2013,Female,E,75-84,N,6603057,0,0
2013,Female,E,85+,N,3536701,0,0
2013,Female,E,10-14,O,7663160,0,0
2013,Female,E,15-19,O,7819443,0,0
2013,Female,E,20-24,O,8326706,0,0
2013,Female,E,25-34,O,16021255,0,0
2013,Female,E,35-44,O,15488957,0,0
2013,Female,E,45-54,O,17569134,0,0
2013,Female,E,55-64,O,16588074,0,0
2013,Female,E,05-09,O,7584006,0,0
2013,Female,E,65-74,O,11318886,0,0
